,change_type,history,osm_type,osm_id,geometry,tag_key,tag_value,start_ds,end_ds
0,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name,南西岩/보찰바위,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
1,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:ja,南西岩,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
2,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:en,Bochalbawi,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
3,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:ko,보찰바위,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
4,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",natural,coastline,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
5,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",place,islet,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
6,modify,old,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",source,GSI/std,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
7,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name,보찰바위,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
8,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:en,Bochalbawi,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
9,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:ja,ポチャルバウィ,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
10,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",name:ko,보찰바위,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
11,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",natural,coastline,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
12,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",place,islet,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
13,modify,new,way,456788707,"POLYGON ((131.8619262 37.2394365, 131.8619262 37.2398306, 131.8615111 37.2398306, 131.8615111 37.2394365, 131.8619262 37.2394365))",source,GSI/std,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
14,modify,old,way,456788712,"POLYGON ((131.8619205 37.2411329, 131.8619205 37.2419473, 131.861393 37.2419473, 131.861393 37.2411329, 131.8619205 37.2411329))",name:ja,ノプドクバウィ,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
15,modify,old,way,456788712,"POLYGON ((131.8619205 37.2411329, 131.8619205 37.2419473, 131.861393 37.2419473, 131.861393 37.2411329, 131.8619205 37.2411329))",name,넙덕바위,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
16,modify,old,way,456788712,"POLYGON ((131.8619205 37.2411329, 131.8619205 37.2419473, 131.861393 37.2419473, 131.861393 37.2411329, 131.8619205 37.2411329))",name:en,Neopdeokbawi,2022-01-21T12:00:00Z,2022-01-22T00:00:00Z
